Site ID,Date,On Road,Direction,Ref Road,Travel,ADT 2020,AM Hour,AM Volume,PM Hour,PM Volume,2019,2018,2017,2016,,,,,,,,
3044,1/29/2020,Del Webb Blvd,S,Thunderbird Blvd - N,S,5434,9:30 AM,558,12:30 PM,476,5189,4583,6574,5921,,,,,,,,
3059,2/12/2020,Del Webb Blvd,N,Tropicana Cir,N,6948,11:15 AM,715,12:15 PM,631,6163,7061,6623,6087,,,,,,,,
3060,2/12/2020,Del Webb Blvd,N ,Tropicana Cir,S ,7147,8:00 AM,736,12:45 PM,633,7269,8871,6217,6006,,,,,,,,
4962,9/14/2020,Desert Hills Dr,E,7th Ave,B,1703,11:15 AM,138,4:30 PM,158,2165,1844,1767,1966,,,,,,,,
4964,9/14/2020,Desert Hills Dr,W,7th Ave,B,1919,11:15 AM,141,4:45 PM,171,1789,1710,2042,1992,,,,,,,,
4966,9/14/2020,Desert Hills Dr,E,19th Ave,B,1979,8:00 AM,162,3:00 PM,173,2063,2234,1927,1952,,,,,,,,
4968,9/14/2020,Desert Hills Dr,W,19th Ave,B,2541,8:00 AM,204,3:00 PM,215,2712,2184,2678,2899,,,,,,,,
4356,9/16/2020,Desert Hills Dr,E ,27th Ave,B ,2711,10:15 AM,195,2:45 PM,234,2913,2831,2835,2790,,,,,,,,
4970,9/16/2020,Desert Hills Dr,E,33rd Ave,B,232,9:30 AM,21,2:45 PM,26,330,272,341,254,,,,,,,,
4016,9/14/2020,Desert Hills Dr,W ,New River Rd,B ,1540,11:15 AM,116,4:45 PM,150,1693,1662,1431,1645,,,,,,,,
3300,9/21/2020,Desert Rose Rd,E,Old US 80,B,53,10:45 AM,6,2:45 PM,10,132,70,70,142,,,,,,,,
4406,7/20/2020,Dixileta Dr,E,52nd St,B,5040,10:30 AM,356,1:15 PM,418,5814,6252,4657,4896,,,,,,,,
7136,,Dixileta Dr,E,56th St,B,C,,,,,5002,5398,5230,4659,,,,,,,,
7137,,Dixileta Dr,W,64th St,B,C,,,,,4736,4645,4890,4101,,,,,,,,
4410,7/20/2020,Dixileta Dr,W ,66th St,B ,3852,8:00 AM,316,1:00 PM,309,4212,4487,4370,4033,,,,,,,,
4027,11/3/2020,Dobbins Rd,W,27th Ave,B,8149,7:30 AM,591,3:45 PM,784,10509,8532,9768,10515,,,,,,,,
3754,11/4/2020,Dobbins Rd,E,51st Ave,B,9592,7:30 AM,738,3:45 PM,907,9302,8891,9514,8824,,,,,,,,
3327,11/16/2020,Dobbins Rd,E,75th Ave,B,705,7:45 AM,40,5:00 PM,101,1979,1987,1426,1223,,,,,,,,
3296,10/19/2020,Dobbins Rd,W,331st Ave,B,1007,5:30 AM,91,3:45 PM,105,853,1063,722,1033,,,,,,,,
3912,10/28/2020,Dobbins Rd,E,355th Ave,B,966,7:15 AM,131,3:15 PM,110,1094,1102,861,904,,,,,,,,
3898,12/2/2020,Dobbins Rd,E,477th Ave,B,25,9:30 AM,5,3:15 PM,4,28,5,7,30,,,,,,,,
3468,12/2/2020,Dobbins Rd,E,Harquahala Valley Rd,B,116,11:15 AM,8,2:30 PM,33,43,53,65,91,,,,,,,,
3605,1/8/2020,Dobson Rd,N ,Hunt Hwy,B ,2399,7:00 AM,188,4:00 PM,195,2311,2409,2339,2248,,,,,,,,
7032,1/7/2020,Dobson Rd,S,Riggs Rd,B,4527,11:15 AM,357,12:30 PM,378,5245,5189,4277,3509,,,,,,,,
3452,8/24/2020,DOUGLAS RANCH RD,S ,GATES RD,B ,9,11:00 AM,4,3:30 PM,2,28,20,73,61,,,,,,,,
4400,7/20/2020,Dove Valley Rd,E ,62nd St,B ,832,11:15 AM,63,12:45 PM,74,985,897,1030,796,,,,,,,,
7131,7/20/2020,Dove Valley Rd,W,68th St,B,608,10:00 AM,50,1:15 PM,61,685,981,739,587,,,,,,,,
7241,8/5/2020,Dove Valley Rd,W,163rd Ave,B,156,6:00 AM,14,1:00 PM,20,179,112,80,106,,,,,,,,
4518,8/19/2020,Dove Valley Rd,E ,Center St,B ,1339,8:15 AM,148,4:15 PM,165,428,539,610,397,,,,,,,,
3445,8/24/2020,Dove Valley Rd,W ,US 60,B ,539,10:45 AM,47,3:30 PM,44,490,449,474,401,,,,,,,,
3187,12/7/2020,Dunlap Rd,E,Tuthill Rd,B,249,8:15 AM,18,2:15 PM,30,278,288,54,277,,,,,,,,
4131,4/7/2020,Dusty Trail Blvd,N ,Deer Valley Dr,B ,1242,10:00 AM,149,12:15 PM,128,2688,2181,3937,1770,,,,,,,,
4133,4/7/2020,Dusty Trail Blvd,S ,Deer Valley Dr,B ,331,11:00 AM,43,12:15 PM,41,410,241,479,469,,,,,,,,
7188,4/7/2020,Dusty Trail Blvd,E,Tom Ryan Dr,B,438,11:15 AM,54,2:30 PM,47,702,633,979,620,,,,,,,,
4412,7/20/2020,Dynamite Blvd,E ,40th St,B ,6846,7:45 AM,536,3:45 PM,542,7626,7843,7925,7513,,,,,,,,
4414,7/20/2020,Dynamite Blvd,W ,56th St,B ,10007,8:00 AM,729,1:30 PM,819,11640,10157,14449,10941,,,,,,,,
7140,7/20/2020,Dynamite Blvd,E,Tatum Blvd,B,10738,7:45 AM,778,12:45 PM,848,11524,13477,13099,11101,,,,,,,,
7139,7/20/2020,Dynamite Blvd,W,Tatum Blvd,B,7433,8:15 AM,582,3:45 PM,561,8435,8235,8187,7149,,,,,,,,
4913,5/13/2020,Dysart Rd,N,Bethany Home Rd,B,16147,7:30 AM,1329,3:45 PM,1437,19663,17543,16943,17196,,,,,,,,
2900,5/18/2020,Dysart Rd,N,Camelback Rd,B,18985,7:15 AM,1083,5:00 PM,1479,23827,24428,24598,19444,,,,,,,,
4914,5/27/2020,Dysart Rd,S,Glendale Ave,B,15857,7:15 AM,1361,4:15 PM,1283,18365,15887,19208,16090,,,,,,,,
4915,5/13/2020,Dysart Rd,N,Indian School Rd,N,14811,7:30 AM,964,2:45 PM,1097,15734,15137,14161,13078,,,,,,,,
4916,5/13/2020,Dysart Rd,N,Indian School Rd,S,10719,7:30 AM,979,5:00 PM,985,11401,11456,14459,11156,,,,,,,,
3205,11/18/2020,Dysart Rd,N,Southern Ave,B,643,10:45 AM,77,12:45 PM,54,586,492,603,398,,,,,,,,
4334,1/8/2020,E J Robson Blvd,S ,Riggs Rd,B ,3090,9:45 AM,295,12:15 PM,354,3476,3775,1281,3035,,,,,,,,
4531,8/26/2020,Eagle Eye Rd,N ,Aguila Rd,B ,330,8:45 AM,40,3:15 PM,41,276,206,323,186,,,,,,,,
3462,8/26/2020,Eagle Eye Rd,S ,Aguila Rd,B ,285,5:30 AM,38,2:00 PM,46,223,166,253,177,,,,,,,,
4532,8/26/2020,Eagle Eye Rd,N ,Little Horn Peak Rd,B ,349,11:15 AM,51,1:45 PM,38,200,148,233,163,,,,,,,,
4533,8/26/2020,Eagle Eye Rd,S ,Little Horn Peak Rd,B ,374,8:15 AM,40,1:45 PM,38,189,149,239,166,,,,,,,,
3465,8/26/2020,Eagle Eye Rd,N ,Salome Hwy,B ,167,11:15 AM,30,1:30 PM,25,199,154,281,156,,,,,,,,
3459,8/26/2020,Eagle Eye Rd,N ,US 60,B ,1108,9:00 AM,100,2:00 PM,107,2291,1880,2937,879,,,,,,,,
3461,8/26/2020,Eagle Eye Rd,S ,US 60,B ,800,9:15 AM,57,2:00 PM,85,794,917,703,719,,,,,,,,
3826,12/7/2020,Eagle Mountain Rd,W,Dean Rd,B,301,11:15 AM,28,3:30 PM,26,283,245,216,246,,,,,,,,
4141,4/7/2020,Echo Mesa Dr,N ,Meeker Blvd,B ,1541,11:00 AM,166,12:15 PM,166,3095,3222,3564,3057,,,,,,,,
4139,4/7/2020,Echo Mesa Dr,S ,Stardust Blvd,B ,1333,11:00 AM,134,12:15 PM,166,2322,1900,2322,2053,,,,,,,,
4429,3/16/2020,El Mirage Rd,N,Bell Rd,N,6555,10:30 AM,465,3:30 PM,540,6969,6409,7110,7056,,,,,,,,
4430,3/16/2020,El Mirage Rd,N,Bell Rd,S,6837,9:30 AM,566,1:15 PM,614,6787,6102,6567,6821,,,,,,,,
3153,5/18/2020,El Mirage Rd,N ,Bethany Home Rd,B ,8057,7:15 AM,820,5:00 PM,673,C,8539,7539,7212,,,,,,,,
3201,11/30/2020,El Mirage Rd,N,Broadway Rd,B,1759,10:45 AM,188,12:30 PM,141,1657,1453,1925,1909,,,,,,,,
2902,5/18/2020,El Mirage Rd,N,Camelback Rd,B,7418,7:30 AM,630,2:45 PM,649,C,8747,8217,9035,,,,,,,,
4427,3/16/2020,El Mirage Rd,N,Corte Bella Dr,N,5273,6:30 AM,407,3:45 PM,405,5822,5241,4866,5110,,,,,,,,
4428,3/16/2020,El Mirage Rd,N,Corte Bella Dr,S,5382,11:15 AM,401,3:00 PM,462,5110,4382,4572,5083,,,,,,,,
4424,3/16/2020,El Mirage Rd,N,Deer Valley Access Rd,N,5622,11:15 AM,388,4:45 PM,488,6068,5184,5158,5029,,,,,,,,
4425,3/16/2020,El Mirage Rd,N,Deer Valley Access Rd,S,6005,7:30 AM,503,3:00 PM,488,3930,5550,5110,5268,,,,,,,,
3157,5/27/2020,El Mirage Rd,N ,Glendale Ave,B ,7204,7:45 AM,535,2:45 PM,608,7704,7896,4763,6893,,,,,,,,
7176,3/16/2020,El Mirage Rd,N,Grovers Ave,N,6152,11:00 AM,430,3:30 PM,497,8858,6399,6127,6953,,,,,,,,
7177,3/16/2020,El Mirage Rd,N,Grovers Ave,S,6483,9:30 AM,527,1:30 PM,569,4310,6184,6328,6796,,,,,,,,
3204,11/18/2020,El Mirage Rd,S,Southern Ave,B,1357,11:00 AM,96,1:00 PM,121,902,1486,1992,1751,,,,,,,,
4431,3/16/2020,El Mirage Rd,N,Wescott Dr,N,4865,7:15 AM,338,4:45 PM,401,4390,4858,4406,4435,,,,,,,,
4432,3/16/2020,El Mirage Rd,N,Wescott Dr,S,5016,11:15 AM,391,12:15 PM,431,4918,4577,4202,4370,,,,,,,,
3225,11/9/2020,Elliot Rd,E,75th Ave,B,257,10:15 AM,17,3:00 PM,30,553,589,336,310,,,,,,,,
3430,10/28/2020,Elliot Rd,W,355th Ave,B,776,5:15 AM,127,2:30 PM,75,854,751,638,1270,,,,,,,,
3900,11/9/2020,ELLIOT RD,E,383RD AVE,B,595,5:30 AM,87,5:15 PM,48,905,518,576,1695,,,,,,,,
3431,11/9/2020,ELLIOT RD,W,383RD AVE,B,241,11:00 AM,38,4:00 PM,20,310,275,255,1926,,,,,,,,
3256,12/7/2020,Elliot Rd,E,Airport Rd,B,1694,10:30 AM,111,3:15 PM,150,1741,1841,1056,1354,,,,,,,,
8289,6/24/2020,Elliot Rd,E,Ellsworth Rd,E,7796,11:15 AM,405,4:45 PM,770,,,,,,,,,,,,
8290,6/24/2020,Elliot Rd,E,Ellsworth Rd,W,7962,7:45 AM,697,12:15 PM,514,,,,,,,,,,,,
7365,6/24/2020,Elliot Rd,W,Ellsworth Rd,E,8703,11:15 AM,448,4:45 PM,881,7331,7139,7480,C,,,,,,,,
7366,6/24/2020,Elliot Rd,W,Ellsworth Rd,W,9110,7:15 AM,820,1:30 PM,578,8730,7987,8097,C,,,,,,,,
4218,7/6/2020,Elliot Rd,W ,Sossaman Rd,B ,7165,11:00 AM,461,4:45 PM,525,5885,7421,7275,6215,,,,,,,,
3601,6/24/2020,Elliot Rd,E,SR 202 Santan,B,15758,7:45 AM,1050,4:45 PM,1235,9651,9975,13680,7769,,,,,,,,
4802,,Elliot Rd,W,SR 202 Santan,B,C,,,,,5941,3807,4991,5522,,,,,,,,
3250,12/7/2020,Elliot Rd,E,Tuthill Rd,B,2656,11:00 AM,178,5:30 PM,249,3403,3278,5179,2848,,,,,,,,
4268,5/5/2020,Ellsworth Rd,N,Apache Tr,B,7125,11:15 AM,647,2:15 PM,702,1976,9212,9606,9437,,,,,,,,
3660,3/9/2020,Ellsworth Rd,N ,Broadway Rd,B ,11909,11:15 AM,935,3:00 PM,958,8213,9841,9005,10015,,,,,,,,
4920,,Ellsworth Rd,S,Elliot Rd,N,C,,,,,5986,5437,6052,5365,,,,,,,,
4921,7/6/2020,Ellsworth Rd,S ,Elliot Rd,S ,4221,10:15 AM,269,4:45 PM,353,4691,5285,4800,4215,,,,,,,,
4270,2/18/2020,Ellsworth Rd,N,Southern Ave,N,8957,11:15 AM,685,3:00 PM,793,12054,8258,7965,6311,,,,,,,,
4271,2/11/2020,Ellsworth Rd,N ,Southern Ave,S ,8529,11:15 AM,662,2:30 PM,683,9204,7139,7635,8441,,,,,,,,
3658,5/13/2020,Ellsworth Rd,N,University Dr,B,11770,11:15 AM,775,4:45 PM,912,11107,10289,9747,11599,,,,,,,,
8295,5/13/2020,Ellsworth Rd,N,University Dr,N,5915,9:45 AM,416,4:45 PM,461,,,,,,,,,,,,
8296,5/13/2020,Ellsworth Rd,N,University Dr,S,5855,11:15 AM,391,4:45 PM,451,,,,,,,,,,,,
3372,9/21/2020,Enterprise Rd,S,Old US 80,B,31,8:30 AM,2,12:15 PM,13,28,46,68,62,,,,,,,,
3239,11/9/2020,Estrella Dr,E,51st Ave,B,1115,9:00 AM,67,2:45 PM,105,922,769,1099,760,,,,,,,,
3238,11/9/2020,Estrella Dr,E,67th Ave,B,444,11:15 AM,32,3:30 PM,45,711,C,560,500,,,,,,,,
7185,4/1/2020,Executive Wy,N,Deer Valley Dr,B,720,10:15 AM,71,1:15 PM,99,1176,1221,1187,1240,,,,,,,,
7186,4/1/2020,Executive Wy,S,Deer Valley Dr,B,100,10:00 AM,12,1:30 PM,16,163,253,261,202,,,,,,,,
4774,,Fig Springs Rd,N,New River Rd,B,C,,,,,884,864,984,685,,,,,,,,
4529,8/26/2020,Fore Paugh Peak Rd,N ,US 60,B ,176,7:30 AM,15,12:30 PM,20,194,164,191,196,,,,,,,,
4304,7/22/2020,Forest Rd,N ,McDowell Mountain Rd,B ,2890,9:30 AM,242,1:15 PM,281,2850,2227,2297,2410,,,,,,,,
4306,7/22/2020,Forest Rd,S,Rio Verde Dr,B,2574,7:00 AM,217,1:00 PM,262,2566,2364,2373,2332,,,,,,,,
7150,7/28/2020,Fort McDowell Rd,S,Ba Hon Nah Rd,B,201,11:00 AM,19,12:45 PM,19,532,750,622,545,,,,,,,,
4300,7/28/2020,Fort McDowell Rd,N,Mohave Rd,B,863,7:45 AM,61,2:00 PM,76,1389,1554,1451,1324,,,,,,,,
4800,7/28/2020,Fort McDowell Rd,S,Mohave Rd,B,2144,8:00 AM,159,1:30 PM,176,2784,3377,3064,2758,,,,,,,,
3690,7/28/2020,Fort McDowell Rd,N,SR 87,B,3743,8:15 AM,205,2:15 PM,262,5811,2821,3762,4770,,,,,,,,
4302,7/28/2020,Fort McDowell Rd,N,Yavapai Rd,B,532,8:45 AM,42,3:45 PM,45,979,1284,1019,984,,,,,,,,
7149,7/28/2020,Fort McDowell Rd,S,Yavapai Rd,B,710,7:15 AM,57,12:15 PM,63,1327,1817,1473,1253,,,,,,,,
4693,10/7/2020,Freedom Wy,S ,Anthem Wy,B ,1886,8:15 AM,212,3:15 PM,181,3210,2925,3798,3372,,,,,,,,
7126,,Freedom Wy,N,Memorial Dr,B,C,,,,,1816,1754,1945,2095,,,,,,,,
3451,8/24/2020,GATES RD,W ,DOUGLAS RANCH RD,B ,108,10:15 AM,15,3:15 PM,13,111,111,200,207,,,,,,,,
3450,8/24/2020,Gates Rd,S ,US 60,B ,139,11:00 AM,16,4:15 PM,21,628,158,282,242,,,,,,,,
4378,10/26/2020,Gavilan Peak Pkwy,N,Anthem Wy,N,3589,11:00 AM,277,3:15 PM,367,3842,4594,2367,2169,,,,,,,,
4379,10/26/2020,Gavilan Peak Pkwy,N ,Anthem Wy,S ,3454,7:15 AM,280,2:45 PM,354,3695,2215,3611,2413,,,,,,,,
4025,,Gavilan Peak Pkwy,S,Anthem Wy,B,*,,,,,*,*,*,*,,,,,,,,
7551,,Gavilan Peak Pkwy,S,Anthem Wy,N,C,,,,,3896,3847,3606,3874,,,,,,,,
7552,,Gavilan Peak Pkwy,S,Anthem Wy,S,C,,,,,4133,3978,3814,3856,,,,,,,,
4368,9/22/2020,Gavilan Peak Pkwy,N,Daisy Mountain Dr,N,5259,7:45 AM,311,5:00 PM,627,4967,5554,5830,7473,,,,,,,,
4369,9/22/2020,Gavilan Peak Pkwy,N ,Daisy Mountain Dr,S ,4838,7:15 AM,355,3:00 PM,427,4999,4212,5868,5657,,,,,,,,
4686,9/22/2020,Gavilan Peak Pkwy,S,Daisy Mountain Dr,N,3734,11:15 AM,248,5:15 PM,381,3979,6012,4252,4495,,,,,,,,
4687,9/22/2020,Gavilan Peak Pkwy,S ,Daisy Mountain Dr,S ,3658,7:45 AM,243,5:00 PM,345,3697,3932,3919,3847,,,,,,,,
4366,,Gavilan Peak Pkwy,N,Memorial Dr,N,C,,,,,5117,3974,5053,4941,,,,,,,,
4367,,Gavilan Peak Pkwy,N ,Memorial Dr,S ,C,,,,,5198,4904,5211,5060,,,,,,,,
7124,,Gavilan Peak Pkwy,S,Memorial Dr,N,C,,,,,6210,5989,7197,5212,,,,,,,,
7125,,Gavilan Peak Pkwy,S,Memorial Dr,S,C,,,,,6672,6704,6513,5828,,,,,,,,
4975,10/26/2020,Gavilan Peak Pkwy,E,Navigation Wy,B,3707,7:15 AM,298,3:00 PM,411,4112,3956,4144,3976,,,,,,,,
4023,10/26/2020,Gavilan Peak Pkwy,W,Navigation Wy,B,5192,8:00 AM,382,3:15 PM,552,5669,3809,4923,5228,,,,,,,,
8299,10/26/2020,Gavilan Peak Pkwy,W,Navigation Wy,E,2543,7:15 AM,265,3:00 PM,242,,,,,,,,,,,,
8300,10/26/2020,Gavilan Peak Pkwy,W,Navigation Wy,W,2649,8:15 AM,179,3:15 PM,313,,,,,,,,,,,,
4682,9/22/2020,Gavilan Peak Pkwy,N ,Pioneer Rd,B ,6944,7:45 AM,433,5:00 PM,669,7335,7995,7828,7639,,,,,,,,
4684,9/22/2020,Gavilan Peak Pkwy,S ,Pioneer Rd,B ,9943,7:45 AM,667,4:45 PM,912,10809,10607,10112,9764,,,,,,,,
7119,,Gavilan Peak Pkwy,S,Shadow Glen Wy,N,C,,,,,4218,3561,4582,4123,,,,,,,,
7120,,Gavilan Peak Pkwy,S,Shadow Glen Wy,S,C,,,,,4158,4039,4426,4041,,,,,,,,
7121,,Gavilan Peak Pkwy,S,Venture Dr,N,C,,,,,4588,4283,4454,4323,,,,,,,,
7122,,Gavilan Peak Pkwy,S,Venture Dr,S,C,,,,,4625,4249,3920,4445,,,,,,,,
3591,7/6/2020,Germann Rd,E,Arizona Ave,B,9146,8:45 AM,663,12:15 PM,679,13367,13016,12531,13154,,,,,,,,
8287,7/6/2020,Germann Rd,E,Arizona Ave,E,4352,9:30 AM,306,4:30 PM,340,,,,,,,,,,,,
8288,7/6/2020,Germann Rd,E,Arizona Ave,W,4794,8:30 AM,367,12:15 PM,343,,,,,,,,,,,,
3488,6/24/2020,Germann Rd,E ,Ellsworth Rd,B ,10486,6:15 AM,714,1:15 PM,768,C,C,3413,2860,,,,,,,,
3491,,Germann Rd,E ,Hawes Rd,B ,C,,,,,4164,3067,472,2258,,,,,,,,
3384,9/30/2020,Gila Blvd,N,Indian Rd,B,111,7:15 AM,9,1:15 PM,15,104,108,99,119,,,,,,,,
3381,9/30/2020,Gila Blvd,S,Watermelon Rd,B,109,5:30 AM,8,1:15 PM,14,116,28,83,121,,,,,,,,
4123,1/27/2020,Gilbert Rd,N ,McDowell Rd,B ,11902,7:15 AM,1111,5:15 PM,1428,14876,16065,16189,16048,,,,,,,,
4990,2/4/2020,Gilbert Rd,N,Thomas Rd,N,7036,7:15 AM,1213,3:15 PM,426,6756,5177,C,7284,,,,,,,,
4991,2/10/2020,Gilbert Rd,N,Thomas Rd,S,7433,11:15 AM,332,5:00 PM,1292,7096,6563,C,7632,,,,,,,,
3548,,Gilbert Rd,S,Williams Field Rd,B,C,,,,,C,27045,26971,25839,,,,,,,,
2838,6/9/2020,Glendale Ave,E ,Alsup Ave,B ,556,9:15 AM,62,2:45 PM,44,457,373,646,605,,,,,,,,
2847,6/9/2020,Glendale Ave,W ,Alsup Ave,B ,875,10:30 AM,92,1:15 PM,70,711,704,958,768,,,,,,,,
2884,6/22/2020,Glendale Ave,E ,Citrus Rd,B ,2670,10:45 AM,202,3:00 PM,224,2805,2766,2689,2717,,,,,,,,
2885,6/22/2020,Glendale Ave,W ,Citrus Rd,B ,1683,11:00 AM,129,5:45 PM,151,1761,1783,2217,2075,,,,,,,,
4292,8/3/2020,Goldfield Rd,N ,Bush Hwy,B ,619,6:45 AM,53,12:15 PM,61,1153,1158,883,1360,,,,,,,,
4098,3/23/2020,Granite Valley Dr,W ,Meeker Blvd,B ,6745,11:00 AM,661,12:15 PM,704,10636,13846,14010,10902,,,,,,,,
4104,3/25/2020,Granite Valley Dr,S ,R H Johnson Blvd,B ,2682,10:15 AM,264,12:45 PM,253,4806,6558,7422,5352,,,,,,,,
7040,2/5/2020,Greenway Rd,W,91st Ave,B,4413,11:15 AM,394,2:15 PM,405,4478,4566,4452,6226,,,,,,,,
4081,2/5/2020,Greenway Rd,E ,99th Ave,B ,4729,10:15 AM,438,2:15 PM,467,4132,6147,4259,5097,,,,,,,,
7232,,Happy Valley Pkwy,E,115th Ave,E,C,,,,,19779,18238,17184,15897,,,,,,,,
7233,,Happy Valley Pkwy,E,115th Ave,W,C,,,,,24497,17402,17156,16246,,,,,,,,
3438,8/10/2020,Happy Valley Rd,E ,195th Ave,B ,432,6:15 AM,30,4:45 PM,41,651,603,863,638,,,,,,,,
3442,8/10/2020,Happy Valley Rd,W ,195th Ave,B ,203,6:30 AM,19,2:30 PM,24,124,347,593,401,,,,,,,,
4950,8/5/2020,Happy Valley Rd,E,El Granada Blvd,E,2364,7:15 AM,223,5:30 PM,165,2405,1459,931,252,,,,,,,,
4951,8/5/2020,Happy Valley Rd,E,El Granada Blvd,W,3143,10:30 AM,181,4:45 PM,320,2706,1546,876,238,,,,,,,,
4948,8/5/2020,Happy Valley Rd,W,Vistancia Blvd,E,4929,6:45 AM,439,1:45 PM,365,4483,3150,2827,1645,,,,,,,,
4949,8/5/2020,Happy Valley Rd,W,Vistancia Blvd,W,7356,10:45 AM,411,5:30 PM,747,4636,3281,2934,1567,,,,,,,,
3334,,Harquahala Valley Rd,N,Baseline Rd,B,C,,,,,611,574,279,436,,,,,,,,
7297,12/2/2020,Harquahala Valley Rd,S,Baseline Rd,B,218,7:30 AM,20,2:15 PM,38,199,260,156,171,,,,,,,,
3339,11/30/2020,Harquahala Valley Rd,N,Courthouse Rd,B,489,10:30 AM,55,3:45 PM,51,566,452,400,442,,,,,,,,
3340,11/30/2020,Harquahala Valley Rd,S,Courthouse Rd,B,567,6:30 AM,50,3:45 PM,72,722,858,679,850,,,,,,,,
3892,11/30/2020,Harquahala Valley Rd,N,Lower Buckeye Rd,B,455,6:30 AM,44,3:30 PM,52,708,619,489,608,,,,,,,,
7292,11/30/2020,Harquahala Valley Rd,S,Salome Hwy Ext,B,399,9:45 AM,43,3:15 PM,54,428,377,256,392,,,,,,,,
4001,12/2/2020,Harquahala Valley Rd,N,Turtleback Mountain Rd,B,90,8:30 AM,12,12:45 PM,10,131,144,71,82,,,,,,,,
4697,10/7/2020,Hastings Wy,E,Daisy Mountain Dr,B,4401,7:00 AM,331,3:15 PM,444,4474,5162,4999,4947,,,,,,,,
8303,10/7/2020,Hastings Wy,E,Daisy Mountain Dr,E,2103,7:30 AM,128,3:15 PM,238,,,,,,,,,,,,
8304,10/7/2020,Hastings Wy,E,Daisy Mountain Dr,W,2298,7:00 AM,230,3:00 PM,209,,,,,,,,,,,,
7110,9/30/2020,Hastings Wy,W,Noble Hawk Wy,B,908,8:15 AM,142,3:15 PM,169,1111,1126,1499,1203,,,,,,,,
3652,2/18/2020,Hawes Rd,N ,Broadway Rd,B ,1278,11:00 AM,125,4:00 PM,116,1497,1113,1020,1038,,,,,,,,
4045,6/23/2020,Hawes Rd,N ,Empire Blvd,B ,1649,11:15 AM,85,5:00 PM,188,1868,2117,1724,1078,,,,,,,,
7076,5/19/2020,Hawes Rd,N,McDowell Rd,B,4111,9:45 AM,336,3:15 PM,309,2292,2406,2346,1878,,,,,,,,
4036,5/19/2020,Hawes Rd,S ,McDowell Rd,B ,1978,11:00 AM,163,12:15 PM,161,1850,2573,1794,1685,,,,,,,,
3854,12/14/2020,Hazen Rd,W,Miller Rd,B,1207,6:30 AM,94,3:30 PM,125,1772,1350,944,1469,,,,,,,,
3281,12/14/2020,Hazen Rd,E,SR 85,B,1329,6:45 AM,109,3:30 PM,140,1939,782,1516,1770,,,,,,,,
3870,8/31/2020,Hazen Rd,W,SR 85,B,1569,8:45 AM,133,4:00 PM,111,1412,1397,1641,1602,,,,,,,,
3280,9/2/2020,Hazen Rd,E,Wilson Ave,B,1507,11:15 AM,240,3:00 PM,346,1483,1327,1519,1764,,,,,,,,
4135,4/1/2020,Heritage Dr,E ,151st Ave,B ,602,11:15 AM,54,3:00 PM,64,1471,1370,1514,1129,,,,,,,,
7184,4/1/2020,Heritage Dr,W,151st Ave,B,591,11:15 AM,58,12:30 PM,68,1013,1739,1077,998,,,,,,,,
4137,4/7/2020,Heritage Dr,N ,Stardust Blvd,B ,1387,10:15 AM,146,1:00 PM,141,2455,2376,2249,2286,,,,,,,,
7275,10/7/2020,Highline Rd,W,555th Ave,B,59,8:15 AM,10,12:30 PM,12,49,26,17,6,,,,,,,,
7268,10/5/2020,Highline Rd,E,579th Ave,B,64,11:15 AM,12,3:00 PM,11,13,52,36,5,,,,,,,,
3728,9/16/2020,Honda Bow Rd,W,New River Rd,B,945,8:45 AM,78,3:30 PM,82,851,938,1115,736,,,,,,,,
3700,8/10/2020,Horseshoe Dam Rd,N ,Bartlett Dam Rd,B ,72,9:00 AM,9,1:00 PM,12,64,38,62,63,,,,,,,,
3604,1/8/2020,Hunt Hwy,E ,Alma School Rd,B ,3117,7:45 AM,244,12:15 PM,282,3877,3604,3666,3334,,,,,,,,
4330,1/8/2020,Hunt Hwy,E ,Dobson Rd,B ,2409,7:00 AM,190,4:45 PM,210,2523,2164,2835,2123,,,,,,,,
4750,6/16/2020,Hunt Hwy,E ,Higley Rd,B ,7662,7:00 AM,452,4:45 PM,675,8293,7990,5243,6514,,,,,,,,
3536,6/16/2020,Hunt Hwy,E ,Lemon Ave,B ,5918,7:00 AM,386,4:45 PM,459,8903,7724,7677,6430,,,,,,,,
7033,1/8/2020,Hunt Hwy,E,McQueen Rd,B,6110,7:15 AM,513,5:00 PM,638,5464,5419,7349,5458,,,,,,,,
3511,6/23/2020,Hunt Hwy,W ,Sossaman Rd,B ,8005,8:15 AM,430,4:45 PM,687,10621,11534,6300,10083,,,,,,,,
3607,1/8/2020,Hunt Hwy,E,SR 87,B,6220,7:15 AM,536,5:15 PM,624,4645,3177,5280,4798,,,,,,,,
3108,2/18/2020,Hutton Dr,E ,99th Ave,B ,1499,10:45 AM,149,12:15 PM,151,1355,1452,1477,1787,,,,,,,,
4079,2/18/2020,Hutton Dr,W ,99th Ave,B ,2927,10:15 AM,301,12:15 PM,286,2841,3904,2908,946,,,,,,,,
7045,2/18/2020,Hutton Dr,E,Burns Dr,B,1383,11:15 AM,175,4:30 PM,151,1038,1235,1065,1210,,,,,,,,
4187,2/12/2020,Hutton Dr,E ,Del Webb Blvd,B ,1716,11:00 AM,195,12:45 PM,183,2071,2258,1950,2070,,,,,,,,
4189,2/12/2020,Hutton Dr,W ,Del Webb Blvd,B ,2643,11:15 AM,267,12:45 PM,330,1746,2377,1925,1520,,,,,,,,
